Intel,2020,2020-10,,1616
The Linux Kernel Archives,2022,2022-09,,1187
Intel,2013,2013-08,,1265
SUSE Linux,2010,2010-03,,269
Nick Piggin,2005,2005-07,,284
Texas Instruments,2020,2020-11,,214
Mellanox Technologies,2012,2012-03,,83
Texas Instruments,2018,2018-10,,132
Bell Canada,2009,2009-08,,1
SUSE Linux,2007,2007-07,,559
Broadcom,2006,2006-12,,18
Texas Instruments,2013,2013-02,,707
Linaro,2014,2014-11,,718
Red Hat,2014,2014-03,,1391
Linaro,2005,2005-09,,312
Intel,2013,2013-03,,1523
Huawei Technologies,2007,2007-05,,456
Red Hat,2013,2013-07,,900
Mellanox Technologies,2016,2016-01,,201
amd.com,2018,2018-01,,845
Linaro,2022,2022-05,,969
SUSE Linux,2006,2006-10,,453
David M. Loft,2005,2005-09,,167
Broadcom,2013,2013-04,,232
Samsung Electronics,2013,2013-09,,421
Intel,2011,2011-02,,1582
Oracle,2011,2011-07,,231
Samsung Electronics,2013,2013-08,,682
Huawei Technologies,2006,2006-02,,157
Mellanox Technologies,2017,2017-05,,488
Mellanox Technologies,2006,2006-09,,48
Linaro,2016,2016-03,,410
SUSE Linux,2010,2010-12,,484
Linaro,2007,2007-07,,267
Intel,2019,2019-10,,1920
Netronome Systems,2018,2018-05,,268
Linaro,2020,2020-06,,530
SUSE Linux,2019,2019-11,,473
Texas Instruments,2013,2013-10,,401
Intel,2015,2015-10,,2478
amd.com,2019,2019-01,,820
Mellanox Technologies,2013,2013-05,,116
Red Hat,2006,2006-04,,222
Red Hat,2010,2010-09,,1022
Intel,2012,2012-01,,1740
Huawei Technologies,2010,2010-08,,72
Linaro,2014,2014-05,,698
Texas Instruments,2015,2015-04,,226
Intel,2019,2019-01,,1848
Red Hat,2007,2007-01,,343
Red Hat,2018,2018-10,,1830
The Linux Kernel Archives,2015,2015-03,,386
Texas Instruments,2011,2011-07,,344
The Linux Kernel Archives,2010,2010-11,,552
Intel,2005,2005-09,,1334
Nick Piggin,2022,2022-03,,279
Huawei Technologies,2022,2022-04,,291
Red Hat,2011,2011-05,,1243
Oracle,2021,2021-05,,252
Intel,2007,2007-08,,706
SUSE Linux,2008,2008-11,,607
SUSE Linux,2008,2008-02,,809
Hammerspace,2019,2019-08,,46
Nick Piggin,2009,2009-01,,463
Huawei Technologies,2021,2021-11,,220
Oracle,2013,2013-08,,219
Samsung Electronics,2007,2007-10,,106
Linaro,2018,2018-12,,709
SUSE Linux,2018,2018-01,,616
Red Hat,2010,2010-12,,755
Intel,2013,2013-09,,1356
Samsung Electronics,2020,2020-12,,123
Intel,2006,2006-09,,1137
Oracle,2020,2020-09,,358
amd.com,2007,2007-05,,307
The Linux Kernel Archives,2012,2012-01,,202
Intel,2007,2007-06,,472
Oracle,2007,2007-10,,941
Red Hat,2008,2008-05,,1266
Red Hat,2014,2014-09,,1153
SYSGO,2020,2020-03,,10
amd.com,2006,2006-12,,103
Red Hat,2011,2011-04,,876
Netronome Systems,2016,2016-09,,62
SUSE Linux,2012,2012-12,,1424
The Linux Kernel Archives,2010,2010-01,,138
Linaro,2016,2016-10,,883
Red Hat,2010,2010-10,,1732
Texas Instruments,2015,2015-09,,271
Oracle,2011,2011-12,,97
The Linux Kernel Archives,2013,2013-05,,177
David M. Loft,2014,2014-11,,61
The Linux Kernel Archives,2018,2018-06,,407
Red Hat,2018,2018-03,,1441
Red Hat,2008,2008-09,,702
Red Hat,2012,2012-01,,1315
Arnd Bergmann,2012,2012-04,,136
Huawei Technologies,2022,2022-03,,333
Red Hat,2019,2019-08,,1575
SUSE Linux,2017,2017-03,,184
Oracle,2008,2008-05,,199
Broadcom,2008,2008-04,,6
Red Hat,2014,2014-05,,1993
Huawei Technologies,2020,2020-09,,1035
SUSE Linux,2017,2017-08,,456
Linaro,2018,2018-01,,575
Huawei Technologies,2018,2018-01,,328
Nick Piggin,2008,2008-08,,173
amd.com,2019,2019-04,,811
Linaro,2015,2015-10,,457
Red Hat,2013,2013-12,,1112
Intel,2006,2006-07,,606
Oracle,2018,2018-06,,290
The Linux Kernel Archives,2009,2009-11,,229
The Linux Kernel Archives,2014,2014-05,,363
Huawei Technologies,2016,2016-08,,128
Mellanox Technologies,2021,2021-08,,471
Linaro,2019,2019-01,,961
SYSGO,2018,2018-04,,9
SUSE Linux,2011,2011-07,,901
Nick Piggin,2011,2011-11,,183
Linaro,2017,2017-08,,758
Huawei Technologies,2008,2008-04,,387
Huawei Technologies,2015,2015-12,,98
amd.com,2009,2009-07,,385
Mellanox Technologies,2018,2018-08,,384
Mellanox Technologies,2014,2014-08,,139
SUSE Linux,2007,2007-12,,389
Samsung Electronics,2013,2013-06,,611
The Linux Kernel Archives,2015,2015-05,,999
The Linux Kernel Archives,2021,2021-04,,1370
Linaro,2017,2017-03,,623
Nick Piggin,2022,2022-01,,141
amd.com,2022,2022-05,,852
Technical University of Berlin,2015,2015-05,,29
Red Hat,2020,2020-01,,1515
Broadcom,2012,2012-04,,130
Intel,2010,2010-09,,857
amd.com,2015,2015-11,,344
amd.com,2009,2009-01,,327
Broadcom,2010,2010-12,,385
Intel,2005,2005-04,,613
Oracle,2006,2006-07,,59
SUSE Linux,2005,2005-11,,1878
Linaro,2010,2010-03,,80
Mellanox Technologies,2019,2019-04,,426
Intel,2005,2005-03,,83
amd.com,2022,2022-01,,1154
Red Hat,2020,2020-03,,1016
The Linux Kernel Archives,2020,2020-02,,939
SYSGO,2010,2010-10,,13
The Linux Kernel Archives,2021,2021-05,,1453
amd.com,2018,2018-08,,751
Linaro,2018,2018-07,,923
Samsung Electronics,2021,2021-06,,211
The Linux Kernel Archives,2012,2012-10,,253
The Linux Kernel Archives,2016,2016-03,,393
Arnd Bergmann,2019,2019-12,,145
Alibaba,2021,2021-12,,128
Texas Instruments,2017,2017-02,,237
Red Hat,2008,2008-12,,1318
Red Hat,2016,2016-12,,912
The Linux Kernel Archives,2012,2012-06,,268
Intel,2007,2007-01,,249
amd.com,2020,2020-04,,983
Intel,2010,2010-06,,1187
SUSE Linux,2018,2018-09,,243
Samsung Electronics,2015,2015-08,,658
Intel,2022,2022-09,,1251
Nick Piggin,2020,2020-01,,90
Texas Instruments,2010,2010-09,,480
SUSE Linux,2019,2019-09,,248
David M. Loft,2011,2011-09,,26
Mellanox Technologies,2019,2019-09,,225
Oracle,2009,2009-11,,156
Intel,2013,2013-02,,1353
Texas Instruments,2016,2016-07,,180
The Linux Kernel Archives,2015,2015-01,,309
Mellanox Technologies,2019,2019-10,,559
Mellanox Technologies,2009,2009-06,,39
Red Hat,2006,2006-11,,1269
Arnd Bergmann,2016,2016-02,,136
Nick Piggin,2012,2012-06,,55
amd.com,2014,2014-08,,192
Red Hat,2012,2012-09,,1213
Oracle,2017,2017-12,,333
amd.com,2015,2015-10,,336
Sebastian Radtke,2007,2007-07,,25
Nick Piggin,2009,2009-10,,73
Texas Instruments,2011,2011-09,,546
The Linux Kernel Archives,2021,2021-10,,2011
Samsung Electronics,2011,2011-08,,372
SUSE Linux,2020,2020-03,,399
Hammerspace,2022,2022-04,,25
Huawei Technologies,2007,2007-08,,181
Sony,2019,2019-01,,95
PMC-Sierra,2017,2017-12,,57
Red Hat,2006,2006-10,,2472
Texas Instruments,2012,2012-03,,409
SUSE Linux,2021,2021-07,,518
Mellanox Technologies,2009,2009-11,,113
Intel,2016,2016-12,,1547
amd.com,2018,2018-10,,792
amd.com,2016,2016-11,,513
Intel,2021,2021-06,,2510
Sony,2015,2015-11,,116
Intel,2009,2009-11,,1180
Intel,2012,2012-11,,1317
Linux Foundation,2020,2020-01,,6
Intel,2018,2018-02,,1184
Red Hat,2006,2006-05,,326
amd.com,2009,2009-09,,385
amd.com,2021,2021-07,,773
Mellanox Technologies,2022,2022-07,,328
Huawei Technologies,2019,2019-11,,384
The Linux Kernel Archives,2021,2021-07,,918
Samsung Electronics,2012,2012-06,,235
amd.com,2018,2018-02,,794
amd.com,2020,2020-05,,923
SUSE Linux,2009,2009-05,,387
Intel,2010,2010-05,,1224
Linaro,2012,2012-11,,505
Red Hat,2009,2009-07,,839
Oracle,2009,2009-07,,113
The Linux Kernel Archives,2017,2017-03,,636
amd.com,2013,2013-05,,266
Intel,2020,2020-09,,2115
Mellanox Technologies,2007,2007-03,,76
Texas Instruments,2016,2016-12,,183
The Linux Kernel Archives,2009,2009-06,,264
Nick Piggin,2006,2006-03,,570
Linaro,2014,2014-07,,571
Intel,2018,2018-04,,1627
David M. Loft,2010,2010-05,,129
Linaro,2017,2017-05,,870
Intel,2017,2017-07,,1638
Linaro,2019,2019-03,,658
Intel,2009,2009-12,,1162
Intel,2014,2014-03,,1409
Texas Instruments,2015,2015-03,,441
SUSE Linux,2012,2012-09,,388
Intel,2018,2018-06,,1567
Oracle,2021,2021-03,,233
Oracle,2014,2014-03,,56
Texas Instruments,2019,2019-04,,440
Huawei Technologies,2014,2014-07,,157
Hammerspace,2019,2019-04,,152
amd.com,2018,2018-04,,712
Texas Instruments,2006,2006-03,,30
Samsung Electronics,2011,2011-05,,182
Linaro,2017,2017-11,,515
Linaro,2014,2014-08,,448
The Linux Kernel Archives,2013,2013-01,,465
The Linux Kernel Archives,2019,2019-10,,917
amd.com,2015,2015-09,,411
Linaro,2014,2014-04,,527
Intel,2010,2010-12,,690
Samsung Electronics,2020,2020-07,,85
SUSE Linux,2021,2021-01,,648
Nick Piggin,2021,2021-03,,228
Red Hat,2021,2021-08,,1207
Linaro,2019,2019-11,,642
Oracle,2019,2019-08,,322
Broadcom,2016,2016-04,,152
Red Hat,2022,2022-05,,690
Samsung Electronics,2014,2014-08,,409
SUSE Linux,2006,2006-02,,349
Intel,2017,2017-05,,1837
David M. Loft,2013,2013-01,,1
Oracle,2007,2007-03,,494
Huawei Technologies,2016,2016-02,,315
Red Hat,2017,2017-06,,1121
Mellanox Technologies,2008,2008-10,,67
Samsung Electronics,2014,2014-06,,331
Huawei Technologies,2021,2021-06,,1111
Oracle,2019,2019-04,,527
The Linux Kernel Archives,2009,2009-10,,272
Oracle,2017,2017-03,,287
Red Hat,2018,2018-12,,974
Netronome Systems,2017,2017-10,,239
The Linux Kernel Archives,2015,2015-07,,510
amd.com,2021,2021-01,,664
The Linux Kernel Archives,2011,2011-01,,331
Linaro,2005,2005-10,,41
Huawei Technologies,2019,2019-10,,549
Linaro,2022,2022-06,,1010
Broadcom,2007,2007-12,,50
Broadcom,2015,2015-03,,173
Oracle,2010,2010-06,,54
Texas Instruments,2022,2022-08,,87
The Linux Kernel Archives,2019,2019-04,,1428
Huawei Technologies,2021,2021-05,,1139
Jason A. Donenfeld,2016,2016-11,,59
amd.com,2019,2019-05,,907
Red Hat,2018,2018-08,,993
Intel,2014,2014-06,,1565
SUSE Linux,2019,2019-12,,797
Sony,2015,2015-04,,93
The Linux Kernel Archives,2008,2008-10,,367
Red Hat,2016,2016-08,,999
Texas Instruments,2018,2018-01,,148
Oracle,2015,2015-05,,149
Huawei Technologies,2014,2014-09,,163
Mellanox Technologies,2018,2018-07,,944
Huawei Technologies,2008,2008-11,,80
Intel,2013,2013-05,,1291
SUSE Linux,2009,2009-09,,469
Alibaba,2022,2022-08,,117
Mellanox Technologies,2014,2014-12,,232
The Linux Kernel Archives,2012,2012-04,,690
Huawei Technologies,2019,2019-06,,336
Jason A. Donenfeld,2016,2016-09,,93
amd.com,2021,2021-02,,729
Linaro,2018,2018-08,,557
Texas Instruments,2020,2020-09,,518
Oracle,2022,2022-04,,143
Huawei Technologies,2006,2006-06,,398
Oracle,2017,2017-11,,404
amd.com,2011,2011-02,,249
SUSE Linux,2006,2006-12,,445
Intel,2009,2009-02,,1085
The Linux Kernel Archives,2017,2017-06,,614
The Linux Kernel Archives,2015,2015-04,,920
Alibaba,2021,2021-04,,108
The Linux Kernel Archives,2013,2013-10,,346
SUSE Linux,2010,2010-01,,462
amd.com,2016,2016-04,,381
SUSE Linux,2020,2020-09,,542
Huawei Technologies,2014,2014-02,,157
Red Hat,2018,2018-11,,1040
Arnd Bergmann,2016,2016-03,,141
Samsung Electronics,2019,2019-05,,51
Huawei Technologies,2005,2005-10,,141
SUSE Linux,2017,2017-10,,347
Samsung Electronics,2014,2014-03,,476
The Linux Kernel Archives,2022,2022-07,,1315
The Linux Kernel Archives,2013,2013-12,,294
Nick Piggin,2020,2020-07,,275
Sebastian Radtke,2006,2006-07,,71
The Linux Kernel Archives,2015,2015-02,,216
Linaro,2017,2017-01,,1280
Broadcom,2018,2018-01,,280
Red Hat,2008,2008-11,,1564
Oracle,2013,2013-09,,113
Oracle,2006,2006-06,,101
Huawei Technologies,2006,2006-04,,93
The Linux Kernel Archives,2013,2013-02,,374
Samsung Electronics,2016,2016-03,,293
Mellanox Technologies,2021,2021-03,,809
Intel,2019,2019-04,,1949
Mellanox Technologies,2019,2019-05,,424
SUSE Linux,2019,2019-07,,235
SUSE Linux,2005,2005-04,,405
Intel,2019,2019-02,,2420
Oracle,2006,2006-01,,93
Oracle,2011,2011-09,,251
Nick Piggin,2017,2017-05,,77
Mellanox Technologies,2017,2017-06,,624
Oracle,2016,2016-06,,377
Red Hat,2013,2013-01,,1437
Intel,2016,2016-04,,2700
Huawei Technologies,2018,2018-09,,522
Huawei Technologies,2016,2016-03,,229
Netronome Systems,2016,2016-03,,90
Intel,2008,2008-09,,774
amd.com,2010,2010-08,,263
Arnd Bergmann,2012,2012-03,,14
Broadcom,2009,2009-02,,135
The Linux Kernel Archives,2008,2008-07,,1278
amd.com,2015,2015-07,,347
Oracle,2014,2014-05,,127
Huawei Technologies,2019,2019-03,,206
The Linux Kernel Archives,2011,2011-12,,533
Linaro,2017,2017-04,,582
amd.com,2008,2008-02,,650
Linux Foundation,2014,2014-10,,52
Samsung Electronics,2007,2007-08,,70
Sony,2018,2018-02,,106
Nick Piggin,2018,2018-09,,119
Red Hat,2019,2019-05,,1095
Mellanox Technologies,2022,2022-08,,131
Samsung Electronics,2013,2013-11,,523
amd.com,2021,2021-08,,698
Texas Instruments,2016,2016-05,,545
Red Hat,2006,2006-07,,523
The Linux Kernel Archives,2012,2012-05,,325
Red Hat,2022,2022-02,,717
Linaro,2015,2015-11,,780
amd.com,2009,2009-12,,504
Nick Piggin,2007,2007-03,,123
Linaro,2012,2012-10,,561
The Linux Kernel Archives,2009,2009-04,,525
Alibaba,2021,2021-10,,141
Huawei Technologies,2008,2008-07,,396
David M. Loft,2008,2008-09,,250
Intel,2006,2006-12,,912
Broadcom,2018,2018-11,,226
Mellanox Technologies,2020,2020-06,,386
amd.com,2019,2019-09,,819
Jason A. Donenfeld,2018,2018-11,,65
Red Hat,2014,2014-10,,1056
Broadcom,2017,2017-12,,79
Linaro,2016,2016-12,,577
Samsung Electronics,2005,2005-09,,138
The Linux Kernel Archives,2018,2018-02,,391
Nick Piggin,2008,2008-12,,193
The Linux Kernel Archives,2011,2011-07,,312
Linaro,2012,2012-08,,493
Linaro,2007,2007-05,,390
Linaro,2019,2019-05,,768
Mellanox Technologies,2014,2014-05,,107
Huawei Technologies,2020,2020-02,,236
Arnd Bergmann,2019,2019-03,,141
Oracle,2017,2017-10,,799
Linux Foundation,2022,2022-08,,13
The Linux Kernel Archives,2012,2012-08,,352
Mellanox Technologies,2008,2008-09,,31
Samsung Electronics,2011,2011-07,,329
Linaro,2008,2008-05,,127
Red Hat,2015,2015-10,,938
Huawei Technologies,2013,2013-07,,426
Red Hat,2016,2016-02,,1539
Oracle,2014,2014-01,,167
Huawei Technologies,2018,2018-08,,250
Red Hat,2008,2008-07,,1979
Linaro,2016,2016-05,,642
Sony,2013,2013-11,,114
amd.com,2007,2007-03,,80
Texas Instruments,2022,2022-04,,108
Intel,2010,2010-10,,1188
Nick Piggin,2006,2006-10,,79
The Linux Kernel Archives,2010,2010-02,,253
Linaro,2020,2020-04,,560
Netronome Systems,2019,2019-09,,66
The Linux Kernel Archives,2018,2018-12,,634
The Linux Kernel Archives,2022,2022-02,,1093
Huawei Technologies,2017,2017-02,,126
amd.com,2009,2009-03,,609
Oracle,2016,2016-09,,339
Oracle,2020,2020-11,,451
Nick Piggin,2016,2016-05,,93
Broadcom,2016,2016-06,,212
amd.com,2013,2013-12,,146
amd.com,2021,2021-09,,787
Samsung Electronics,2012,2012-10,,325
Linaro,2014,2014-06,,411
Nick Piggin,2011,2011-05,,201
Red Hat,2009,2009-08,,1067
Mellanox Technologies,2015,2015-09,,174
SUSE Linux,2017,2017-07,,348
Samsung Electronics,2020,2020-03,,233
Intel,2009,2009-01,,1890
Samsung Electronics,2012,2012-03,,265
The Linux Kernel Archives,2013,2013-11,,333
Arnd Bergmann,2017,2017-07,,106
Oracle,2016,2016-10,,443
Texas Instruments,2011,2011-01,,491
Red Hat,2018,2018-05,,2566
Red Hat,2016,2016-06,,1469
Texas Instruments,2015,2015-10,,525
Oracle,2022,2022-09,,260
Red Hat,2018,2018-01,,1071
Samsung Electronics,2012,2012-05,,267
The Linux Kernel Archives,2018,2018-07,,796
SUSE Linux,2018,2018-06,,556
Oracle,2020,2020-07,,427
Arnd Bergmann,2016,2016-11,,111
Linaro,2021,2021-01,,1307
Broadcom,2020,2020-10,,140
The Linux Kernel Archives,2017,2017-01,,765
Mellanox Technologies,2011,2011-02,,93
Linaro,2020,2020-07,,1141
Oracle,2007,2007-07,,622
Sony,2015,2015-05,,89
Samsung Electronics,2016,2016-02,,620
The Linux Kernel Archives,2012,2012-02,,326
Sony,2016,2016-12,,83
Netronome Systems,2016,2016-02,,28
Texas Instruments,2010,2010-12,,572
Red Hat,2011,2011-02,,866
Oracle,2007,2007-02,,250
Intel,2005,2005-08,,965
amd.com,2018,2018-03,,882
Red Hat,2007,2007-03,,1052
Linaro,2021,2021-09,,256
Netronome Systems,2016,2016-10,,25
The Linux Kernel Archives,2012,2012-12,,167
Mellanox Technologies,2017,2017-12,,168
Red Hat,2010,2010-11,,1494
SUSE Linux,2021,2021-12,,403
Red Hat,2009,2009-03,,1249
SUSE Linux,2017,2017-01,,610
Mellanox Technologies,2012,2012-08,,360
Nick Piggin,2006,2006-06,,452
Nick Piggin,2007,2007-07,,264
Oracle,2018,2018-05,,663
Linaro,2013,2013-07,,663
SUSE Linux,2017,2017-09,,285
Texas Instruments,2016,2016-08,,291
Intel,2016,2016-06,,2404
SUSE Linux,2015,2015-11,,283
amd.com,2014,2014-09,,265
SUSE Linux,2014,2014-03,,253
Huawei Technologies,2011,2011-12,,38
Red Hat,2008,2008-04,,1644
Sony,2015,2015-10,,60
amd.com,2022,2022-06,,815
Huawei Technologies,2017,2017-12,,278
David M. Loft,2007,2007-12,,25
Broadcom,2021,2021-05,,144
SUSE Linux,2015,2015-10,,275
Sony,2017,2017-10,,113
SUSE Linux,2012,2012-02,,570
Intel,2020,2020-05,,2225
Broadcom,2011,2011-10,,609
Linaro,2010,2010-12,,176
Oracle,2013,2013-02,,330
Oracle,2021,2021-01,,192
Arnd Bergmann,2019,2019-07,,131
SUSE Linux,2021,2021-04,,688
Nick Piggin,2021,2021-04,,182
Samsung Electronics,2008,2008-07,,91
Oracle,2021,2021-10,,239
SUSE Linux,2007,2007-03,,351
Intel,2014,2014-12,,1185
Intel,2015,2015-12,,2011
Linaro,2021,2021-05,,533
Red Hat,2020,2020-04,,1127
amd.com,2019,2019-10,,842
Texas Instruments,2012,2012-09,,800
Sony,2022,2022-04,,116
Oracle,2021,2021-11,,178
Nick Piggin,2016,2016-03,,199
The Linux Kernel Archives,2014,2014-06,,273
Broadcom,2021,2021-02,,82
Mellanox Technologies,2012,2012-09,,79
SUSE Linux,2012,2012-06,,362
Sebastian Radtke,2009,2009-06,,69
Red Hat,2012,2012-06,,1859
Mellanox Technologies,2022,2022-05,,207
SUSE Linux,2006,2006-09,,592
Huawei Technologies,2022,2022-07,,271
Nick Piggin,2007,2007-08,,487
Samsung Electronics,2005,2005-08,,19
Texas Instruments,2012,2012-04,,412
Linaro,2016,2016-06,,1281
Linux Foundation,2013,2013-01,,61
Samsung Electronics,2014,2014-01,,358
Linaro,2006,2006-11,,19
Nick Piggin,2021,2021-09,,107
Intel,2007,2007-09,,527
The Linux Kernel Archives,2005,2005-05,,29
Arnd Bergmann,2015,2015-02,,215
Intel,2010,2010-03,,1184
Samsung Electronics,2018,2018-08,,69
SYSGO,2008,2008-05,,4
Intel,2009,2009-03,,1772
Broadcom,2006,2006-04,,13
Linaro,2010,2010-10,,589
The Linux Kernel Archives,2010,2010-03,,4770
Red Hat,2010,2010-08,,1149
Oracle,2008,2008-03,,228
The Linux Kernel Archives,2020,2020-03,,2347
Nick Piggin,2013,2013-11,,196
Nick Piggin,2014,2014-07,,27
SUSE Linux,2016,2016-10,,366
Intel,2017,2017-06,,3052
Oracle,2021,2021-09,,217
Broadcom,2011,2011-11,,318
Red Hat,2007,2007-07,,1279
amd.com,2014,2014-11,,404
The Linux Kernel Archives,2014,2014-04,,465
SYSGO,2014,2014-02,,21
Samsung Electronics,2019,2019-11,,74
The Linux Kernel Archives,2011,2011-10,,201
Samsung Electronics,2018,2018-01,,297
Samsung Electronics,2015,2015-03,,527
Linaro,2022,2022-03,,424
amd.com,2017,2017-07,,1175
Linaro,2012,2012-03,,497
The Linux Kernel Archives,2017,2017-12,,1002
Nick Piggin,2021,2021-02,,137
amd.com,2007,2007-01,,84
Linaro,2017,2017-02,,765
Sony,2017,2017-09,,56
Linaro,2008,2008-12,,51
Oracle,2019,2019-01,,336
SUSE Linux,2021,2021-10,,293
Texas Instruments,2021,2021-08,,220
Huawei Technologies,2022,2022-06,,366
Nick Piggin,2019,2019-02,,141
Sony,2016,2016-01,,83
amd.com,2010,2010-06,,341
Huawei Technologies,2022,2022-02,,249
David M. Loft,2009,2009-06,,202
SUSE Linux,2010,2010-11,,346
Arnd Bergmann,2017,2017-03,,104
Samsung Electronics,2010,2010-07,,165
Mellanox Technologies,2020,2020-07,,526
The Linux Kernel Archives,2010,2010-10,,339
Oracle,2020,2020-12,,161
Linaro,2017,2017-10,,706
The Linux Kernel Archives,2010,2010-06,,150
SUSE Linux,2008,2008-10,,643
Linux Foundation,2007,2007-05,,155
Huawei Technologies,2020,2020-06,,278
Mellanox Technologies,2018,2018-10,,344
amd.com,2015,2015-02,,176
SUSE Linux,2018,2018-08,,258
Broadcom,2020,2020-07,,181
Red Hat,2020,2020-02,,870
Jason A. Donenfeld,2017,2017-01,,30
Oracle,2016,2016-04,,170
SUSE Linux,2016,2016-09,,395
Huawei Technologies,2021,2021-12,,324
Nick Piggin,2017,2017-12,,124
Broadcom,2020,2020-05,,186
Samsung Electronics,2016,2016-08,,1488
Huawei Technologies,2021,2021-01,,275
Texas Instruments,2020,2020-10,,330
Intel,2021,2021-10,,2045
SUSE Linux,2016,2016-01,,263
Nick Piggin,2010,2010-02,,104
Nick Piggin,2018,2018-03,,129
Red Hat,2021,2021-05,,702
Netronome Systems,2015,2015-11,,36
SUSE Linux,2017,2017-12,,230
Intel,2013,2013-12,,1846
Texas Instruments,2013,2013-08,,467
Oracle,2013,2013-11,,131
Sony,2016,2016-05,,139
Huawei Technologies,2009,2009-10,,136
David M. Loft,2010,2010-04,,81
Samsung Electronics,2015,2015-02,,461
amd.com,2015,2015-12,,294
Huawei Technologies,2005,2005-12,,106
Technical University of Berlin,2017,2017-04,,10
The Linux Kernel Archives,2010,2010-08,,317
Linux Foundation,2015,2015-04,,32
Jason A. Donenfeld,2016,2016-08,,109
Red Hat,2007,2007-06,,518
Linux Foundation,2006,2006-12,,59
The Linux Kernel Archives,2011,2011-08,,192
Mellanox Technologies,2009,2009-07,,79
Oracle,2016,2016-08,,400
SUSE Linux,2021,2021-09,,215
Linaro,2013,2013-12,,735
SUSE Linux,2015,2015-02,,440
Texas Instruments,2019,2019-08,,573
SUSE Linux,2010,2010-05,,628
Mellanox Technologies,2017,2017-04,,377
Sony,2011,2011-08,,21
Arnd Bergmann,2017,2017-06,,49
Linux Foundation,2009,2009-08,,364
Mellanox Technologies,2021,2021-12,,240
Broadcom,2006,2006-03,,59
SUSE Linux,2020,2020-02,,416
Huawei Technologies,2020,2020-03,,278
Nick Piggin,2011,2011-08,,172
Broadcom,2021,2021-04,,90
Hammerspace,2018,2018-09,,99
The Linux Kernel Archives,2014,2014-07,,441
The Linux Kernel Archives,2019,2019-02,,705
Intel,2021,2021-11,,1672
Huawei Technologies,2018,2018-03,,330
Linaro,2010,2010-09,,470
Rohm Semiconductor,2020,2020-09,,8
Huawei Technologies,2008,2008-12,,81
Oracle,2015,2015-06,,139
Linaro,2019,2019-06,,750
Red Hat,2011,2011-08,,2024
Sony,2014,2014-11,,65
amd.com,2014,2014-12,,254
Jason A. Donenfeld,2015,2015-01,,8
Intel,2008,2008-02,,1435
Texas Instruments,2011,2011-11,,660
SUSE Linux,2016,2016-05,,291
Nick Piggin,2014,2014-05,,32
amd.com,2021,2021-12,,600
Huawei Technologies,2019,2019-02,,307
Arnd Bergmann,2018,2018-09,,95
amd.com,2009,2009-02,,66
Oracle,2008,2008-12,,335
Alibaba,2005,2005-06,,43
Alibaba,2008,2008-02,,27
Samsung Electronics,2013,2013-10,,623
Nick Piggin,2010,2010-04,,181
Nick Piggin,2008,2008-07,,387
Mellanox Technologies,2018,2018-01,,584
Nick Piggin,2020,2020-08,,346
Texas Instruments,2018,2018-07,,162
Texas Instruments,2015,2015-06,,372
Huawei Technologies,2007,2007-01,,18
Red Hat,2009,2009-12,,1719
amd.com,2008,2008-12,,240
Linux Foundation,2008,2008-11,,186
Broadcom,2019,2019-06,,122
David M. Loft,2008,2008-02,,222
Texas Instruments,2010,2010-02,,209
Oracle,2007,2007-08,,210
Linaro,2007,2007-08,,131
The Linux Kernel Archives,2010,2010-05,,373
Broadcom,2016,2016-07,,153
Nick Piggin,2010,2010-09,,87
The Linux Kernel Archives,2018,2018-09,,839
amd.com,2010,2010-09,,233
SUSE Linux,2007,2007-04,,299
Linaro,2022,2022-02,,500
Mellanox Technologies,2016,2016-07,,369
Samsung Electronics,2018,2018-07,,233
Intel,2011,2011-07,,2887
SYSGO,2011,2011-12,,112
Oracle,2005,2005-07,,85
Texas Instruments,2021,2021-10,,119
Linaro,2021,2021-04,,479
The Linux Kernel Archives,2020,2020-12,,911
Oracle,2011,2011-05,,290
The Linux Kernel Archives,2008,2008-08,,636
Oracle,2021,2021-07,,156
Intel,2012,2012-12,,1487
SUSE Linux,2011,2011-04,,337
Red Hat,2010,2010-03,,1225
Broadcom,2022,2022-07,,127
SUSE Linux,2020,2020-05,,347
amd.com,2017,2017-06,,761
David M. Loft,2013,2013-10,,14
Arnd Bergmann,2011,2011-01,,136
Broadcom,2019,2019-11,,127
The Linux Kernel Archives,2011,2011-11,,359
Broadcom,2007,2007-05,,45
Huawei Technologies,2012,2012-09,,124
Oracle,2009,2009-02,,408
Oracle,2012,2012-02,,143
Red Hat,2006,2006-08,,478
SUSE Linux,2019,2019-06,,486
Samsung Electronics,2016,2016-12,,254
Intel,2012,2012-02,,1492
Texas Instruments,2015,2015-02,,395
Mellanox Technologies,2016,2016-12,,171
Broadcom,2009,2009-12,,176
Red Hat,2011,2011-03,,3727
Alibaba,2005,2005-07,,45
Alibaba,2014,2014-07,,2
Texas Instruments,2013,2013-03,,874
Samsung Electronics,2017,2017-12,,634
The Linux Kernel Archives,2019,2019-12,,872
amd.com,2008,2008-01,,536
Nick Piggin,2005,2005-04,,30
amd.com,2010,2010-12,,100
Nick Piggin,2017,2017-02,,285
Samsung Electronics,2010,2010-08,,261
Texas Instruments,2010,2010-06,,273
Linux Foundation,2020,2020-06,,25
Oracle,2013,2013-10,,120
amd.com,2021,2021-10,,797
SUSE Linux,2012,2012-05,,825
Oracle,2020,2020-01,,304
Huawei Technologies,2006,2006-01,,526
Linaro,2010,2010-04,,119
